total nodes,number tweets,number retweet,number replies,depth,freq,vrf,leader ,normal,total sentiment,co,centralty,diam,ecc,num sh path,num clique,num idp,max out,empty,engage max,num normal max,num leader max,lc,t freq,r freq,tpfr,t max,snt first,snt deep,snt ratio,score comm,local,snt sh path,wight clique,snt idp
11,11,0,0,1,855.38,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,784.0952315,0,0,0,0,0,0,0,0,0,0,0,0
32,6,21,5,4,22.62,21,6,15,-0.4171,0,0,0,0,2,2,24,5,26,15,6,40.57,21.93861953,1.152457912,11.73839744,2.486111111,0.075,-0.4171,0.4,0,0,0,0.09552,-0.4921,-0.4921
151,30,64,57,3,1.87,64,23,41,-0.5583,0.9,0,4,3.192982456,4,11,3,100,23,105,36,20,281.9786111,1.855052997,1.671708699,2.306870211,69.56083333,-0.021271429,-2.0455,0.368421053,14.4784,4,0.6453,-1.238069658,-0.0839
27,23,3,1,2,19.01,3,1,2,0.3182,0,0,0,0,0,1,1,4,22,4,2,1,64.67305556,18.33550595,0.076448413,0.659583333,62.45805556,0.3182,0.3182,0,0,0,0.3182,0.3182,0.3182
1682,612,804,266,5,7.47,804,297,507,-14.677,0.86,-0.25,4,2.913533835,4,41,4,118,479,124,60,33,12276.45056,7.466452928,7.294372648,38.44790207,31.66055556,-0.129166165,-0.8982,0.432330827,61.5768,46,-0.2393,-12.38890646,-0.0414
247,170,56,21,3,34.57,56,30,26,1.9967,0.88,0.38,3,2.476190476,3,5,2,48,152,49,14,22,8326.527222,34.42758961,33.56468414,2154.859452,0,0.110927778,1.6834,0.19047619,4.4904,2,-0.0865,1.06748125,-0.172
2,2,0,0,1,37.73,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,25.15305556,0,0,0,0,0,0,0,0,0,0,0,0
123,25,74,24,3,8.73,74,20,54,-4.5256,0.84,-0.36,4,2.708333333,4,6,3,67,20,68,38,13,1067.418333,8.664435484,8.531335125,8.787480159,44.17388889,-1.119,-0.203,0.625,4.5485,4,-0.935,-2.319242105,-1.0807
970,715,137,118,5,22.17,137,42,95,2.3873,0.86,0.49,4,2.855932203,4,24,4,27,662,36,18,4,19488.27444,22.15164407,20.06270883,555.0347197,7305.058889,-0.026016981,2.5123,0.322033898,25.8925,22,0.0201,0.906759694,0.1263
107,61,5,41,2,19.7,5,1,4,-14.3589,0.89,-0.48,4,3.195121951,4,6,3,4,32,4,0,0,43.77416667,5.33557356,0.40380144,10.82466049,76.96416667,-0.495134483,0,0.829268293,11.8324,1,-0.0807,-10.45592692,0.5267
62,33,21,8,5,10.75,21,9,12,-2.022,0,0,2,1.75,2,2,1,16,29,16,10,3,61.71916667,10.58070988,0.979541446,5.727939815,0,-0.2415,-1.5816,0.5,0,2,-1.0547,-1.33806,-0.4404
46,36,4,6,2,36.05,4,2,2,0.0541,0,0,0,0,2,2,4,33,4,1,1,6.4325,35.28755319,0.136696217,0.356349206,5.404444444,0.018033333,0.6249,0.5,0,0,0,-0.3672,0.4226,0.1082
196,116,50,30,5,9.63,50,23,27,0.0183,0.86,0.56,3,2.633333333,3,6,2,29,103,29,10,17,286.5197222,9.581558094,1.453649182,1.709561404,0.548055556,0.088461538,-1.1498,0.366666667,8.2612,4,-0.1589,-0.155605634,0.0705
576,238,214,124,5,17.62,214,83,131,16.8582,0.89,-0.31,4,2.60483871,4,27,2,151,199,157,50,39,6863.335,17.59222655,11.87754814,9.369407407,9.552777778,0.383941026,1.5922,0.201612903,28.4424,18,0.903,5.207774821,0.3123
35,21,10,4,3,50.2,10,4,6,-1.0969,0,0,2,1.75,2,2,1,9,19,11,4,4,1757.079722,48.14106481,46.26738426,4.242797619,1733.078333,-0.54845,-0.6202,0.5,0,1,-1.0969,-0.72478,-0.6202
340,241,53,46,5,16.22,53,21,32,-2.2437,0.84,0,4,3.065217391,4,11,2,13,214,16,7,3,4891.058056,16.16763604,14.30067286,6.935792298,48.18694444,-0.066888889,0.6653,0.47826087,13.6583,7,-0.0549,-1.362047305,-0.0542
1252,290,702,260,5,13.88,702,220,482,5.5853,0.9,-0.71,4,2.75,4,35,3,139,228,156,83,26,17381.91333,13.78793673,13.87213044,16.14261834,17183.97361,0.105503226,-2.5633,0.265384615,54.7658,36,-0.0511,0.541352394,-0.4772
2284,911,1121,252,5,6.14,1121,380,741,-34.9963,0.88,-0.93,4,2.793650794,4,41,3,136,715,156,67,31,14028.32194,6.131677,6.139279115,13.5291759,13969.69639,-0.155912245,-1.7616,0.432539683,58.1942,28,-0.0968,-12.22070289,-0.2631
70,49,14,7,3,1.94,14,8,6,-0.2706,0,0,3,2.428571429,3,3,2,6,41,6,1,4,136.0463889,1.913325509,1.777331768,0.353552632,58.76777778,-0.033825,0.4215,0.285714286,0,1,-0.6318,-0.015336364,-0.5594
2,2,0,0,1,9.14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6.093055556,0,0,0,0,0,0,0,0,0,0,0,0
868,530,243,95,5,8.74,243,106,137,11.1803,0.89,0.82,4,2.768421053,4,20,3,94,459,98,40,27,3263.260556,8.729272791,3.655035481,22.99980372,144.7694444,0.127505634,2.8708,0.178947368,18.6629,7,-0.1711,4.685039855,-0.2204
170,57,68,45,5,5,68,29,39,-3.6561,0.84,0,4,3,4,13,3,89,52,91,35,21,140.1963889,4.965854451,0.682740416,3.449625496,23.43666667,-0.58822,0.2012,0.444444444,12.6091,8,-0.1561,-1.541180899,-0.0107
101,64,30,7,3,562.85,30,13,17,-1.6221,0,0,0,0,4,3,11,52,14,6,6,56824.905,557.3327342,516.9563154,8.667563492,37262.01083,-0.209891667,0.4027,0.571428571,0,0,0,-1.260672727,-0.3596,-0.3596
2408,1000,1236,172,5,5.77,1236,514,722,-3.056,0.88,0,4,3.005813953,4,28,3,94,785,435,234,160,13890.6575,5.068974794,5.766814031,127.8966859,10986.89194,-0.007346512,0.3997,0.331395349,44.1807,23,-0.0153,-1.611854559,0.7373
102,81,14,7,2,85.9,14,6,8,0.6828,0,0,0,0,2,2,3,68,3,2,1,5950.848056,85.06514563,57.77505394,16.71547619,0,0.052523077,0,0.428571429,0,0,0,0.621885714,-0.3573,-0.2597
1195,1011,123,61,5,16.41,123,56,67,1.365,0.9,-0.58,4,2.704918033,4,9,3,17,933,17,10,4,17163.26583,16.39368009,14.35031564,18.00684248,120.385,-0.00210641,-0.1506,0.278688525,13.0733,8,0.2184,0.129837736,0.6484
76,33,37,6,2,6.69,37,15,22,0.7489,0,0,1,1,1,1,1,30,27,30,17,10,271.325,6.598805916,3.516890332,2.732703252,2.643888889,0.124816667,0,0,0,5,0.4019,0.7489,0.4019
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,162,56,3,2,18.87,56,27,29,0.441,0,0,2,1.666666667,2,2,1,18,151,18,7,10,1559.936389,18.78127377,7.012263514,1.397880117,140.8255556,0.040090909,0,0.333333333,0,1,0.441,0.2205,0.441
26,20,5,1,2,13.04,5,3,2,0.6249,0,0,0,0,0,1,1,3,17,3,2,0,73.03055556,12.56015432,2.315658436,0.338518519,10.49722222,0.2083,0.6249,0,0,0,0.6249,0.6249,0.6249
244,158,34,52,5,80.7,34,14,20,3.9936,0.88,0,4,2.596153846,4,11,3,19,137,20,6,4,19686.36722,80.36188095,80.27611111,0.4671875,13605.28722,0.10087619,2.0935,0.269230769,11.4168,11,0.1268,1.057936822,0.3069
130,79,30,21,5,105.74,30,9,21,1.0142,0.87,-0.3,4,3.142857143,4,6,3,20,67,21,14,3,13746.60444,104.6157634,104.9350233,1.581890097,13693.61944,0.149258333,1.7067,0.380952381,6.9013,2,-0.4018,0.048733333,-0.2007
80,40,35,5,2,36.21,35,21,14,0.5994,0,0,0,0,2,2,25,34,25,7,18,86.52972222,35.76157407,1.056076818,5.460321637,0.985277778,0.0999,0,0,0,0,0,0.11988,0.5994,0.5994
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,0,0,1,800.15,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,733.4698843,0,0,0,0,0,0,0,0,0,0,0,0
355,195,110,50,4,67.57,110,49,61,-2.0149,0.87,0.03,4,2.78,4,9,3,109,181,118,48,39,23488.65667,67.38158708,57.431946,53.46943537,3042.4675,-0.167878571,-0.9093,0.34,10.7725,8,-0.0624,-0.527680769,-0.6527
84,79,3,2,2,56.14,3,3,0,0.2263,0,0,1,1,1,1,1,1,74,1,0,1,249.7858333,55.47577778,2.61854902,6.984907407,26.75194444,0.04526,0,0,0,1,0.2263,0.2263,0.2263
822,394,332,96,5,7.73,332,130,202,-9.9681,0.86,-0.13,4,2.71875,4,16,3,107,339,108,46,41,6356.306944,6.490365195,7.722649183,79.52219697,321.5025,-0.1762,-0.4218,0.4375,20.4731,15,-0.4963,-5.824084826,-0.1391
1777,1489,161,127,5,6.82,161,100,61,-4.0446,0.93,0.43,4,2.440944882,4,16,2,91,1433,91,20,57,7351.375278,6.817773872,2.232859643,71.76282007,4623.095,-0.125082143,0.34,0.267716535,15.6165,15,-0.3123,-1.879928624,-0.1278
353,143,147,63,5,3.39,147,51,96,-3.6982,0.91,0.04,4,2.619047619,4,10,3,140,118,144,58,35,195.2683333,3.380213434,0.550338198,13.97135726,51.88972222,-0.136984,0.54,0.285714286,9.8173,6,0.1899,-1.194590747,-0.1818
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,88,14,42,5,10.65,14,6,8,2.0992,0.9,-0.03,4,2.738095238,4,9,3,8,69,8,3,0,177.7863889,10.57496552,0.992664751,1.601260684,33.83416667,0.048184211,-0.2473,0.333333333,9.2843,3,0.0903,-1.201217931,0.5345
595,367,125,103,5,22.19,125,61,64,5.0848,0.88,-0.48,4,2.825242718,4,21,3,43,318,44,4,12,13203.87972,22.15683818,22.03938805,5.390780674,69.90944444,0.076320408,0.5966,0.262135922,20.3059,14,-0.1284,2.186493493,0.1818
4,3,1,0,2,322.73,1,1,0,0,0,0,0,0,0,0,1,2,1,0,1,0.219722222,258.1878333,0,0.219722222,0,0,0,0,0,0,0,0,0,0
882,673,152,57,5,49.5,152,62,90,3.677,0.85,0.37,4,2.859649123,4,12,3,25,593,25,16,9,43659.31528,49.44869196,49.44388889,17.74862179,79.5625,0.02236625,1.3654,0.298245614,12.5836,9,0.0252,2.219260392,0.742
