total nodes,number tweets,number retweet,number replies,depth,freq,vrf,leader ,normal,total sentiment,co,centralty,diam,ecc,num sh path,num clique,num idp,max out,empty,engage max,num normal max,num leader max,lc,t freq,r freq,tpfr,t max,snt first,snt deep,snt ratio,score comm,local,snt sh path,wight clique,snt idp
8,8,0,0,1,1.18,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1.047407407,0,0,0,0,0,0,0,0,0,0,0,0
77,55,18,4,3,1042.91,18,5,13,-2.2879,0,0,0,0,2,2,11,47,12,7,3,80304.00778,1029.529124,724.3327386,44.06993386,40875.96389,-0.1903625,-1.5449,0.75,0,0,0,-1.715925,-0.743,-0.7799
2931,1620,1061,250,5,31.25,1061,365,696,59.9613,0.89,0.52,4,2.772,4,32,3,105,1390,106,48,50,91584.56278,31.22790407,19.77135308,76.27898103,79476.57361,0.194125217,1.3087,0.104,65.1701,12,0.3129,26.15865276,0.5756
47,21,18,8,2,1643.18,18,12,6,0.7924,0,0,0,0,2,2,12,13,12,5,0,77229.26917,1608.94287,890.9908912,8.038247863,34461.70222,0.09905,0.7924,0.25,0,0,0,-0.02645,0.6166,0.6166
23,15,8,0,2,739,8,3,5,0,0,0,0,0,0,0,6,12,6,4,2,15.365,708.2064352,0.350185185,0.612847222,13.07972222,0,0,0,0,0,0,0,0,0
268,218,45,5,2,111.28,45,27,18,0.6228,0,0,0,0,3,2,41,212,41,17,19,29822.93333,1.154206939,110.8658478,600.9703778,0,0.1038,0.6228,0.2,0,0,0,0.792814286,-0.2739,-0.5006
855,238,505,112,5,98.38,505,176,329,12.1477,0.87,0,4,3.089285714,4,19,4,74,180,309,176,92,83149.12667,98.26633599,27.63349786,3.142222704,80342.12889,0.018118966,-0.4955,0.294642857,34.9966,13,0.1205,7.018193313,0.4454
3830,1789,1407,634,5,23.49,1407,643,764,23.47,0.86,0,4,2.947949527,4,89,3,244,1503,356,58,86,89923.71222,23.47927688,20.31737289,30.76189857,62486.57889,0.091615385,2.3298,0.320189274,150.8823,111,0.1643,9.484953282,-0.102
118,113,5,0,2,186.72,5,2,3,0,0,0,0,0,0,0,1,108,1,0,1,22032.92528,185.0842087,185.1371639,1.969388889,0,0,0,0,0,0,0,0,0,0
95,75,20,0,2,7.96,20,11,9,0,0,0,0,0,0,0,11,72,11,7,4,31.47638889,7.873272569,0.327146991,3.098305556,0,0,0,0,0,0,0,0,0,0
980,338,517,125,5,30.68,517,213,304,8.1108,0.89,0,4,2.816,4,18,3,154,293,205,80,49,22919.17278,30.64648658,23.3630615,14.02259274,18825.25417,0.140842222,1.7369,0.224,23.6387,13,0.3257,3.154701717,0.0104
39,38,1,0,2,1780.9,1,1,0,0,0,0,0,0,0,0,1,37,1,0,1,16820.62694,1736.378715,0,0.907777778,16819.71917,0,0,0,0,0,0,0,0,0
39,25,13,1,2,32.93,13,5,8,0,0,0,0,0,0,1,1,7,21,7,6,0,1284.380556,31.10128472,9.432770833,6.860138889,907.0666667,0,0,0,0,0,0,0,0
1849,1244,434,171,5,14.45,434,196,238,-12.0641,0.89,-0.53,4,2.777777778,4,29,3,73,1144,75,34,18,23982.78194,14.43929009,12.96359279,3.327266132,0.655833333,-0.07822,0.8849,0.385964912,36.6426,19,-0.0948,-5.599672154,-0.0117
5,5,0,0,1,670.71,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,558.9220833,0,0,0,0,0,0,0,0,0,0,0,0
302,263,35,4,2,35.86,35,20,15,0.9492,0,0,2,1.75,2,2,1,21,258,21,10,7,270.3847222,35.73991566,0.8923304,9.708340456,0.04,0.18984,0,0,0,1,0.9492,0.59358,0.3565
1432,989,325,118,5,17.83,325,148,177,10.5925,0.87,0.74,4,2.822033898,4,28,3,57,873,94,42,33,25530.3375,17.74236799,17.81582829,78.23568878,3315.908611,0.043166379,1.7776,0.245762712,29.8492,16,0.2977,4.594957758,0.4033
1750,685,931,134,5,21.62,931,312,619,-18.1734,0.87,-0.42,4,2.813432836,4,26,3,117,533,119,74,20,37260.68639,21.61179088,21.2796567,36.34909581,19322.16528,-0.121357237,-0.0399,0.455223881,33.3435,20,-0.1231,-4.587756743,-0.1375
24,24,0,0,1,8.62,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,8.273322222,0,0,0,0,0,0,0,0,0,0,0,0
15,14,1,0,2,6.89,1,1,0,0,0,0,0,0,0,0,1,13,1,0,1,75.46555556,6.458072917,0,0.103888889,75.36166667,0,0,0,0,0,0,0,0,0
955,246,622,87,5,31.53,622,256,366,-2.1721,0.88,0,4,2.747126437,4,16,2,101,157,101,53,42,29721.22472,31.4974878,31.08912541,10.20064244,5026.981389,0.011893258,-0.3561,0.333333333,18.7685,14,-0.0866,2.602186756,-0.074
6,4,2,0,2,3702.94,2,1,1,0,0,0,0,0,0,0,1,2,1,1,0,371.0480556,3173.949246,52.27194444,2.575416667,0,0,0,0,0,0,0,0,0,0
15,12,3,0,2,188.74,3,1,2,0,0,0,0,0,0,0,2,10,2,1,1,18.55305556,176.9427257,1.158003472,0.639074074,17.54444444,0,0,0,0,0,0,0,0,0
1177,749,415,13,2,70.8,415,171,244,1.2648,0.78,0,0,0,4,3,98,689,98,58,33,68882.40667,70.74434942,45.9004518,15.72598816,56328.01583,0.02108,0,0.153846154,0,0,0,1.195063158,-0.1395,0.0406
37,37,0,0,1,1044.63,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,1017.141886,0,0,0,0,0,0,0,0,0,0,0,0
261,95,146,20,5,92.51,146,54,92,2.1001,0.83,0.4,4,3.15,4,4,2,36,66,37,19,14,24145.09083,92.09532125,92.15666773,4.685925347,24128.97417,-0.007493103,1.6372,0.3,5.7946,3,0.1474,1.572148485,0.0944
1006,744,233,29,3,98.75,233,99,134,1.761,0.85,0.12,4,2.75862069,4,6,3,51,672,51,28,14,76223.46528,98.64928914,42.4771985,147.9675077,74909.22972,0.024458333,0.3724,0.24137931,6.0745,4,0.5513,1.158517143,0.092
94,60,27,7,5,806.52,27,14,13,-1.2614,0,0,3,2.571428571,3,3,2,20,53,20,7,13,71524.04639,798.034038,566.3184971,4.002469136,71513.29472,-0.009514286,-1.6226,0.428571429,0,1,-0.8172,-0.44801,-0.7506
51,21,27,3,2,26.49,27,12,15,-1.1257,0,0,0,0,2,2,20,16,20,12,7,319.9688889,25.97808761,6.15159188,11.92987037,0.416666667,-0.22514,-0.1908,0.666666667,0,0,0,-0.897266667,-0.1908,-0.4945
39,38,1,0,2,1780.9,1,1,0,0,0,0,0,0,0,0,1,37,1,0,1,16820.62694,1736.378715,0,0.907777778,16819.71917,0,0,0,0,0,0,0,0,0
16,1,14,1,2,9.31,14,5,9,0.2942,0,0,0,0,0,1,1,15,0,15,9,5,148.9413889,0,8.759542484,26.81224074,0,0.2942,0.2942,0,0,0,0.2942,0.2942,0.2942
21,20,1,0,2,833.36,1,0,1,0,0,0,0,0,0,0,1,19,1,1,0,17500.51667,1.739090909,0,17500.51667,0,0,0,0,0,0,0,0,0,0
4,4,0,0,1,954.12,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,763.2988333,0,0,0,0,0,0,0,0,0,0,0,0
183,91,89,3,2,4.51,89,42,47,1.2022,0,0,2,1.666666667,2,2,2,73,85,73,35,38,111.0397222,4.480703502,0.603313708,34.43034493,2.691944444,0.200366667,0,0,0,1,1.2022,0.8474,0.4926
1560,244,1109,207,5,3.02,1109,373,736,1.6909,0.87,-0.82,4,2.927536232,4,39,3,112,148,112,78,14,4445.955556,3.016534095,2.788092925,9.386981364,3004.702778,0.000923958,-1.4793,0.323671498,47.143,34,0.0753,1.190720048,0.7996
271,45,97,129,5,270.33,97,38,59,6.9977,0.86,0.38,4,2.775193798,4,25,3,191,37,207,50,34,71792.59861,269.3319904,177.8166411,29.87738148,47628.24139,0.786875,5.8766,0.333333333,32.0672,20,-0.1189,1.194399911,0.3851
1293,495,609,189,5,20.2,609,247,362,-0.2353,0.87,0.08,4,2.772486772,4,41,3,164,363,174,64,32,26119.65556,20.18519213,20.18516529,34.56004127,1935.062778,-0.002215152,-0.3449,0.333333333,30.9692,21,0.0684,0.312601922,-0.1681
48,48,0,0,1,15.31,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,14.9935034,0,0,0,0,0,0,0,0,0,0,0,0
3979,1018,1831,1130,5,2.1,1831,591,1240,66.5227,0.89,0,4,2.803539823,4,113,3,233,796,253,73,28,8366.84,2.100196748,2.096579983,26.08702327,2723.931389,0.24431982,1.3238,0.246902655,224.7727,140,0.1954,18.97713382,-0.0312
53,43,10,0,2,1.15,10,5,5,0,0,0,0,0,0,0,4,40,4,2,2,13.77888889,1.131522634,0.254547325,0.217305556,0,0,0,0,0,0,0,0,0,0
486,185,258,43,5,88.86,258,129,129,9.631,0.9,0.44,4,3.023255814,4,8,3,115,146,122,53,43,22724.78583,88.67897502,46.66272872,7.173082497,17979.20444,0.15504359,0.3159,0.186046512,8.469,5,0.2176,3.216832283,0.0084
3630,771,2049,810,5,6.36,2049,705,1344,26.736,0.87,0.13,4,2.959259259,4,106,3,258,465,369,86,54,23082.91556,6.342235457,6.357171578,22.1315134,15595.7325,0.063670915,1.7595,0.296296296,187.3621,118,0.0016,9.559665403,0.528
1586,1312,186,88,5,50.94,186,82,104,2.9353,0.85,0.4,4,3.022727273,4,24,4,92,1263,140,63,58,79155.36611,50.90305258,45.51121806,30.82271221,75507.75167,0.065820408,0.8667,0.318181818,20.7466,13,-0.0242,1.755680685,0.4149
1416,1025,354,37,5,29.77,354,194,160,5.6557,0.89,0,4,2.567567568,4,10,3,23,902,23,10,13,38867.28972,29.74490042,27.42925684,8.595388738,17685.01583,0.03526748,-1.1908,0.216216216,8.0938,6,1.3201,1.824026429,1.0598
6,6,0,0,1,719.77,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,616.9476984,0,0,0,0,0,0,0,0,0,0,0,0
1672,1222,215,235,6,12.56,215,69,146,9.6783,0.85,0.89,4,3.008510638,4,54,3,40,1105,43,22,12,20753.55833,12.54942668,12.03657966,32.10977381,17610.93444,0.11647094,0.7908,0.327659574,60.9472,37,-0.0375,6.292135142,0.0686
225,138,72,15,3,1.49,72,34,38,-0.2233,0.96,-0.2,2,1.333333333,2,2,2,49,118,49,21,20,334.4269444,0.257075959,1.479755408,6.469361772,0,-0.011165,0,0.266666667,1.4618,10,-0.056,-0.194228,0
3561,968,1778,815,5,6.79,1778,716,1062,12.087,0.88,0,4,2.879754601,4,86,3,262,763,344,81,51,24172.05,6.786036481,6.632157418,1370.036624,2578.630278,0.038433171,0.8692,0.285889571,177.2003,111,-0.0355,8.863476492,-0.1705
2312,456,1069,787,5,4.11,1069,376,693,32.5577,0.88,-0.39,4,2.853875476,4,94,3,281,325,550,216,93,9441.006667,4.10899265,3.915636499,7.985382883,6787.175556,0.159500763,-8.1789,0.266836086,167.3928,108,-0.0407,12.69982438,0.2715
122,76,40,6,2,40.45,40,13,27,0.7308,0,0,3,2.5,3,3,2,10,67,10,7,2,4934.479722,40.11665537,40.1173645,2.480144928,145.6113889,0.0812,0.5423,0.333333333,0,1,0.6275,0.537033333,0.1687
396,300,62,34,5,44.63,62,26,36,-0.9221,0.9,-0.15,4,2.705882353,4,7,3,7,264,7,2,2,17673.70778,43.91544221,44.50098027,4.121147487,8.156944444,0.017127778,-1.6126,0.294117647,7.7855,4,0.0141,-0.354677273,-0.0146
4,3,1,0,2,3635.54,1,1,0,0,0,0,0,0,0,0,1,2,1,0,1,1689.425556,2908.4315,0,0.03,1689.395556,0,0,0,0,0,0,0,0,0
8,8,0,0,1,1388.47,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1234.199136,0,0,0,0,0,0,0,0,0,0,0,0
1636,551,890,195,5,15.65,890,330,560,-28.2101,0.85,0,4,3.01025641,4,47,3,128,484,138,62,29,25450.86722,15.64438013,15.54725972,2.543008181,4644.609722,-0.301426866,-0.4674,0.487179487,57.3201,33,-0.2996,-10.32495074,-0.1421
18,18,0,0,1,4049.11,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3836.001915,0,0,0,0,0,0,0,0,0,0,0,0
28,23,5,0,2,2598.43,5,1,4,0,0,0,0,0,0,0,5,22,5,4,1,72756.1025,2508.516657,0.314233716,5.917833333,72746.98306,0,0,0,0,0,0,0,0,0
57,22,32,3,3,267.86,32,11,21,-1.0496,0,0,2,1.666666667,2,2,1,13,17,13,9,4,12989.73611,263.242773,223.8897462,20.27856209,12986.63806,-0.20992,-0.34,0.666666667,0,1,-1.0496,-0.6948,-0.7096
84,51,31,2,2,1060.78,31,17,14,0.5994,0,0,0,0,2,2,16,41,16,7,9,85181.05778,1048.299471,303.4228987,3.421810036,83162.86778,0.05994,0,0,0,0,0,0.2997,0.5994,0.5994
207,58,138,11,2,45.32,138,51,87,-0.6264,0.89,0.44,0,0,3,2,33,42,33,11,15,9380.756944,44.36097756,45.09973157,10.60803505,0.951111111,-0.03915,0,0.181818182,0,0,0,0.148978947,-0.9062,-0.9062
45,40,5,0,2,16.29,5,2,3,0,0,0,0,0,0,0,2,36,2,2,0,184.9766667,15.93841184,4.020730676,3.874777778,183.5069444,0,0,0,0,0,0,0,0,0
94,48,41,5,5,245.65,41,18,23,-0.9497,0,0,0,0,3,2,23,37,23,15,8,21029.51083,243.0617924,221.3626637,21.34889566,12556.40861,-0.080527273,-0.9497,0.4,0,0,0,-0.153928571,-0.9497,-0.9497
3430,937,1863,630,5,20.67,1863,751,1112,34.5947,0.87,0,4,2.982539683,4,92,3,152,716,169,51,40,70896.49333,20.60977558,19.88504153,20.4275532,69220.53361,0.069720362,1.6251,0.285714286,150.3783,84,0.1625,10.94451623,0.1165
29,15,7,7,5,2730.68,7,5,2,2.2628,0,0,2,1.857142857,2,2,2,4,11,4,1,3,78878.42667,2639.661981,1742.540741,33.30536325,26602.14389,0.24805,1.8413,0,0,1,1.0682,1.34215,0.6467
34,8,9,17,5,2158.42,9,4,5,3.5871,0.84,0,4,2.764705882,4,4,3,5,4,8,2,4,64296.72,2096.731437,172.9049286,0.367575758,58245.02667,0.325475,2.8318,0.117647059,3.6356,1,0.546,1.760033333,0.2472
92,30,59,3,2,105.18,59,30,29,0.5423,0,0,0,0,2,2,12,12,12,6,6,1775.272778,104.0535484,18.91220131,7.87375,1443.466389,0.030127778,0.5423,0,0,0,0,0.180766667,0.5423,0.5423
2198,1882,316,0,2,34.28,316,118,198,0,0,0,0,0,0,0,45,1796,45,27,18,71312.6275,34.26278131,32.38801955,96.19146888,6519.205,0,0,0,0,0,0,0,0,0
91,30,61,0,2,51.75,61,18,43,0,0,0,0,0,0,0,31,22,31,23,8,4684.648889,51.18627114,50.91950483,0.536352459,4684.224167,0,0,0,0,0,0,0,0,0
1757,1004,590,163,5,11.8,590,233,357,16.8501,0.9,-0.36,4,2.601226994,4,27,3,108,892,108,52,27,20731.45944,11.77658814,11.79135397,31.41747559,1642.701667,0.109745536,0.6219,0.190184049,30.722,19,0.593,5.018669366,0.1694
29,15,7,7,5,2730.68,7,5,2,2.2628,0,0,2,1.857142857,2,2,2,4,11,4,1,3,78878.42667,2639.661981,1742.540741,33.30536325,26602.14389,0.24805,1.8413,0,0,1,1.0682,1.34215,0.6239
116,111,4,1,2,662.88,4,3,1,-0.5423,0,0,0,0,0,1,1,1,106,1,1,0,3224.770278,657.214245,27.54921652,0.430208333,1.407777778,-0.10846,0,1,0,0,-0.5423,-0.5423,-0.5423
133,133,0,0,1,0.52,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0.513845357,0,0,0,0,0,0,0,0,0,0,0,0
2204,682,1277,245,5,8.73,1277,488,789,-38.7529,0.85,0,4,2.869387755,4,52,3,107,552,116,60,29,18599.16639,8.722888511,8.434966868,21.60396332,8234.496944,-0.213844615,-0.1383,0.489795918,52.8997,41,-0.4197,-15.27934804,-0.0878
1786,1000,655,131,5,36.9,655,248,407,5.8455,0.86,-0.13,4,2.885496183,4,23,2,104,877,107,59,37,65889.6875,36.8802899,35.59214186,620.611732,63630.86,-0.00619187,-1.6161,0.312977099,30.0126,22,0.0709,2.195800906,0.6679
1310,484,621,205,5,9.35,621,245,376,-11.4519,0.87,0,4,2.92195122,4,36,3,134,412,148,61,32,12251.29444,6.129231715,9.340138147,18.28892852,10.265,-0.200877778,-0.7583,0.375609756,46.5997,26,0.0944,-0.092148254,0.2968
51,22,26,3,2,4.39,26,9,17,0.5719,0,0,0,0,2,2,25,19,25,16,6,223.73,1.36079594,4.190026709,7.047998084,52.53472222,0.190633333,0,0,0,0,0,0.190633333,0.5719,0.5719
100,88,11,1,2,634.81,11,4,7,0.8948,0,0,0,0,0,1,1,1,76,1,0,1,55176.61778,628.5142987,546.2983471,1498.557677,0.4625,0.074566667,0,0,0,0,0.8948,0.8948,0.8948
176,94,58,24,5,101.17,58,17,41,-2.6213,0.84,0.34,4,3,4,9,3,24,77,26,15,5,17806.79556,100.6023101,100.6033349,10.14034722,14201.94528,-0.066729412,-1.5612,0.458333333,7.0717,2,-0.0038,-1.316,-0.1367
94,48,41,5,5,245.65,41,18,23,-0.9497,0,0,0,0,3,3,23,37,23,15,8,21029.51083,243.0617924,221.3626637,21.34889566,12556.40861,-0.080527273,-0.9497,0.4,0,0,0,-0.153928571,-0.8858,-0.8858
963,524,361,78,5,28.47,361,158,203,1.4775,0.86,0,4,2.91025641,4,22,2,108,452,115,53,36,22187.90306,28.44269104,23.01571289,62.07213028,8.479166667,-0.054490278,0.6661,0.358974359,16.0904,11,0.0516,0.595311972,-0.6685
6,6,0,0,1,10984.78,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9415.525714,0,0,0,0,0,0,0,0,0,0,0,0
1533,1024,351,158,5,11.4,351,142,209,-13.7444,0.89,0,4,2.778481013,4,25,3,41,888,41,17,16,17475.35444,11.39193937,11.39188577,2.496151395,8.195,-0.082366912,-0.3377,0.373417722,32.6914,17,0.0465,-4.837610624,0.1422
159,123,34,2,2,446.87,34,10,24,0.7476,0,0,0,0,2,2,23,111,23,18,5,70145.86444,444.074474,350.8152378,8.996830065,53846.8925,0.0623,0,0,0,0,0,0.3738,0.7476,0.7476
270,66,174,30,5,57.32,174,66,108,-0.9959,0.86,0,4,2.933333333,4,6,2,114,52,122,61,35,3714.923889,57.10459615,13.70646986,21.7295297,93.08833333,-0.105864286,-1.8364,0.4,8.1501,6,-0.4613,-0.783872603,-0.043
356,137,189,30,2,234.35,189,61,128,2.002,0.9,0,5,3.433333333,5,8,3,101,112,101,64,26,83429.98556,233.6422113,146.0257952,14.5568318,81128.27806,0.08008,0,0.166666667,4.6891,3,0.4027,0.347063855,0.0125
45,35,9,1,2,210.91,9,7,2,-0.5859,0,0,0,0,0,1,1,3,29,3,1,2,9484.066667,206.1747162,205.0006703,64.21211111,883.9358333,-0.09765,0,1,0,0,-0.5859,-0.5859,-0.5859
278,146,108,24,3,42.61,108,49,59,1.3118,0.8,-0.4,4,3.125,4,8,3,44,121,45,22,15,11816.78167,42.46066408,42.35379132,167.4220269,0,0.038024,0.7249,0.375,7.8367,5,0.1267,0.459915152,0.0242
2,2,0,0,1,0.23,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.156296296,0,0,0,0,0,0,0,0,0,0,0,0
45,40,4,1,2,3.02,4,4,0,0.5255,0,0,0,0,0,1,1,4,38,4,0,3,132.8838889,2.950863527,2.727614734,1.232,6.805555556,0.26275,0.5255,0,0,0,0.5255,0.5255,0.5255
505,154,327,24,4,159.93,327,149,178,2.3739,0.91,0,4,2.541666667,4,6,2,85,116,85,38,45,80476.275,159.6172793,155.9437451,13.14091794,49606.02972,0.070844737,0,0.125,3.9648,2,0.2204,0.683936508,-0.1821
2205,976,945,284,5,7.69,945,316,629,-4.7776,0.86,0.34,4,2.915492958,4,55,3,130,842,139,79,12,16929.99889,7.68682671,7.674435378,5.913677721,1662.389722,-0.024811194,2.5843,0.383802817,59.2303,39,-0.1517,-1.697890719,-0.1199
322,10,163,149,5,0.19,163,61,102,-7.835,0.85,-0.54,4,3.093959732,4,21,4,168,5,196,55,25,59.8175,0.097007224,0.18503096,3.436099537,0,-2.31998,-5.6717,0.402684564,39.0485,20,0.0399,-4.311336042,0.7783
1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,22,22,0,2,211.87,22,8,14,0,0,0,0,0,0,0,12,17,12,8,4,5343.326111,207.1586481,29.2927716,2.469558081,4030.578056,0,0,0,0,0,0,0,0,0
1149,638,457,54,5,13.33,457,206,251,-1.9436,0.87,0,4,2.944444444,4,13,3,109,580,110,44,46,15313.1975,13.25980604,12.80591594,128.1718804,588.6913889,-0.031543103,-1.5756,0.407407407,15.4963,6,0.2341,-1.781826778,0.0216
5988,2554,2535,899,5,2.61,2535,859,1676,-50.0697,0.87,-0.66,4,2.96996663,4,110,3,166,2102,214,90,29,15006.79139,2.608402256,2.505628884,6.392134336,12066.04639,-0.124080752,0.9301,0.378197998,226.864,129,-0.0224,-17.70484827,-0.2778
115,30,78,7,2,149.84,78,32,46,-1.4051,0,0,4,3.142857143,4,4,3,73,23,73,40,28,2326.233889,148.551614,20.04810105,0.54427451,390.7277778,-0.200728571,0,0.428571429,0,1,-1.4567,-0.342816667,-0.3066
1408,61,814,533,5,24.23,814,221,593,-9.6788,0.87,0.44,4,2.786116323,4,72,3,229,32,344,105,39,21780.01611,24.21751301,5.190359593,9.2424114,18718.39778,-0.067393103,-6.4779,0.328330206,100.0913,84,-0.2402,-1.882566068,0.2793
5238,1032,3166,1040,5,0.87,3166,1306,1860,73.3753,0.86,0,4,3.032692308,4,128,4,130,576,181,74,43,4555.385,0.874470584,0.869258976,24.25871068,2311.293611,0.098266447,1.1311,0.298076923,245.4885,139,-0.0181,26.77650526,0.6227
37,29,6,2,2,1807.71,6,3,3,-0.3575,0,0,0,0,2,2,5,25,5,1,2,66885.135,1760.11481,1752.176718,2.262013889,12128.63417,-0.089375,0,0.5,0,0,0,-0.17875,-0.3575,-0.3575
527,55,327,145,5,145.51,327,108,219,16.2856,0.87,0,4,2.924137931,4,27,3,148,23,164,77,20,76684.83167,145.0741004,116.799213,51.60239509,69261.25889,0.423765625,1.1124,0.234482759,37.5398,17,0.0344,9.045466427,0.1896
89,66,23,0,2,5.53,23,9,14,0,0,0,0,0,0,0,12,60,12,8,4,136.8825,5.467395062,1.520679012,10.26572464,0,0,0,0,0,0,0,0,0,0
317,263,46,8,2,251.46,46,19,27,1.4127,0,0,4,3.25,4,4,3,31,251,31,18,9,70374.62139,250.6708735,166.1316571,1.953184156,61627.05139,0.117725,0,0.25,0,1,0.2159,0.652066667,-0.1467
254,96,117,41,5,337.83,117,47,70,4.3993,0.84,0.79,4,2.87804878,4,11,3,43,73,43,16,14,84916.20111,336.5096166,249.3126329,57.86030497,82026.17028,0.205330435,-0.1711,0.341463415,9.1566,7,0.0114,1.391383871,-0.1616
138,75,62,1,2,8.2,62,15,47,-0.25,0,0,0,0,0,1,1,22,55,22,19,3,91.99111111,8.136946443,0.661780576,0.810877425,82.08166667,-0.0125,0,1,0,0,-0.25,-0.25,-0.25
420,226,144,50,5,225.25,144,38,106,-3.1415,0.84,0,4,3.08,4,10,3,101,212,112,62,19,94603.32806,224.6450152,167.9056288,4.17480464,94575.55139,-0.254021429,-1.2034,0.44,14.416,9,-0.1009,-3.044852571,-0.062
7,7,0,0,1,3904.47,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3416.415313,0,0,0,0,0,0,0,0,0,0,0,0
5,1,0,4,5,0,0,0,0,1.2045,0,0,0,0,2,2,1,0,4,0,0,0,0,0,0,0,0.8519,1.2045,0.25,0,0,0,0.60225,0.8519,0.6486
2800,926,1230,644,6,1.68,1230,444,786,-1.1435,0.86,0.6,4,2.99068323,4,97,3,154,701,171,63,35,4705.623889,1.682387243,1.679871871,14.35208805,3985.565,0.00156,0.6808,0.341614907,143.1563,100,-0.0899,3.430398373,-0.1723
552,165,326,61,5,11.57,326,95,231,-2.8581,0.84,0.59,4,2.918032787,4,19,3,113,138,252,143,64,6271.888889,11.27810679,11.34149588,1.533283027,6236.793056,-0.076722222,-1.0722,0.475409836,16.428,11,-0.2468,-2.089016667,-0.0982
459,222,222,15,5,216.38,222,90,132,2.8099,0.76,-0.69,0,0,4,3,41,160,41,24,16,99319.45194,215.9110713,165.9350338,11.8781265,93523.08806,0.010764516,-0.2717,0.2,0,0,0,1.94565,-0.0054,-0.0091
37,16,21,0,2,2.52,21,7,14,0,0,0,0,0,0,0,18,13,18,12,6,86.80833333,2.456644737,2.284298246,9.400978836,0,0,0,0,0,0,0,0,0,0
3261,431,1847,983,5,6.5,1847,790,1057,129.7907,0.9,-0.38,4,2.783316378,4,90,3,274,334,304,77,34,20207.46111,6.49502163,5.104822025,120.636133,15289.95333,1.122028866,20.9262,0.173957274,215.5602,93,0.2575,49.90565984,0.013
59,55,4,0,2,1.14,4,3,1,0,0,0,0,0,0,0,2,52,2,0,2,19.55194444,1.119138889,0.286310185,1.636666667,15.22444444,0,0,0,0,0,0,0,0,0
